ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,CBW,CBL,GBW,GBL,IWW,IWL,SBW,SBL
19,Indian Wells,Pacific Life Open,3/11/02,Masters,Outdoor,Hard,Quarterfinals,3,Henman T.,Gaudio G.,11,62,6,3,6,2,,,,,,,2,0,Completed,,,1.28,3.4,1.3,3,1.25,3,1.25,3.5
19,Indian Wells,Pacific Life Open,3/11/02,Masters,Outdoor,Hard,Quarterfinals,3,Hewitt L.,Enqvist T.,1,22,6,4,6,4,,,,,,,2,0,Completed,,,1.42,2.7,1.4,2.6,1.35,2.5,1.444,2.625
19,Indian Wells,Pacific Life Open,3/11/02,Masters,Outdoor,Hard,Quarterfinals,3,Martin T.,Kafelnikov Y.,64,3,7,6,6,3,,,,,,,2,0,Completed,,,2.25,1.58,2.2,1.55,2,1.55,2.375,1.533
19,Indian Wells,Pacific Life Open,3/11/02,Masters,Outdoor,Hard,Quarterfinals,3,Sampras P.,Schuettler R.,13,37,6,2,6,4,,,,,,,2,0,Completed,,,1.35,3,1.33,2.85,1.35,2.5,1.4,2.75
19,Indian Wells,Pacific Life Open,3/11/02,Masters,Outdoor,Hard,Semifinals,3,Henman T.,Martin T.,11,64,6,3,6,3,,,,,,,2,0,Completed,,,1.7,2.05,1.6,2.1,1.65,1.85,1.571,2.25
19,Indian Wells,Pacific Life Open,3/11/02,Masters,Outdoor,Hard,Semifinals,3,Hewitt L.,Sampras P.,1,13,6,2,6,4,,,,,,,2,0,Completed,,,1.57,2.25,1.6,2.1,1.55,2,1.571,2.25
19,Indian Wells,Pacific Life Open,3/11/02,Masters,Outdoor,Hard,The Final,3,Hewitt L.,Henman T.,1,11,6,1,6,2,,,,,,,2,0,Completed,,,1.3,3.25,1.4,2.6,1.35,2.5,1.4,2.75
20,Miami,NASDAQ-100 Open,3/18/02,Masters,Outdoor,Hard,1st Round,3,Bjorkman J.,Kiefer N.,48,51,7,5,7,6,,,,,,,2,0,Completed,,,1.6,2.2,1.52,2.25,1.45,2.2,1.533,2.375
20,Miami,NASDAQ-100 Open,3/18/02,Masters,Outdoor,Hard,1st Round,3,Blake J.,Blanco G.,49,79,7,6,7,5,,,,,,,2,0,Completed,,,1.28,3.4,1.22,3.5,1.25,3,1.25,3.5
20,Miami,NASDAQ-100 Open,3/18/02,Masters,Outdoor,Hard,1st Round,3,Burgsmuller L.,Sluiter R.,81,104,6,3,7,5,,,,,,,2,0,Completed,,,1.67,2.15,1.55,2.2,1.5,2.1,,
20,Miami,NASDAQ-100 Open,3/18/02,Masters,Outdoor,Hard,1st Round,3,Calleri A.,Delgado R.,58,83,1,6,7,5,6,1,,,,,2,1,Completed,,,1.7,2.05,1.55,2.18,1.5,2.1,1.667,2.1
20,Miami,NASDAQ-100 Open,3/18/02,Masters,Outdoor,Hard,1st Round,3,Chela J.I.,Ginepri R.,37,145,3,6,6,3,7,6,,,,,2,1,Completed,,,1.38,2.85,1.35,2.6,1.35,2.5,1.364,2.875
20,Miami,NASDAQ-100 Open,3/18/02,Masters,Outdoor,Hard,1st Round,3,Clavet F.,Zabaleta M.,84,63,6,3,6,2,,,,,,,2,0,Completed,,,1.75,2,1.78,1.85,1.75,1.75,1.909,1.8
20,Miami,NASDAQ-100 Open,3/18/02,Masters,Outdoor,Hard,1st Round,3,Clement A.,Rochus O.,50,70,6,2,7,5,,,,,,,2,0,Completed,,,1.5,2.45,1.4,2.6,1.4,2.3,,
20,Miami,NASDAQ-100 Open,3/18/02,Masters,Outdoor,Hard,1st Round,3,Coria G.,Balcells J.,97,91,6,3,3,6,6,2,,,,,2,1,Completed,,,2.35,1.53,2.6,1.4,2.2,1.45,,
20,Miami,NASDAQ-100 Open,3/18/02,Masters,Outdoor,Hard,1st Round,3,Davydenko N.,Hrbaty D.,86,59,6,3,6,2,,,,,,,2,0,Completed,,,2.2,1.65,2.28,1.5,2.2,1.45,2.5,1.5
20,Miami,NASDAQ-100 Open,3/18/02,Masters,Outdoor,Hard,1st Round,3,Fish M.,Kratochvil M.,150,43,3,6,7,5,6,1,,,,,2,1,Completed,,,2.6,1.45,2.35,1.48,2.1,1.5,2.25,1.571
20,Miami,NASDAQ-100 Open,3/18/02,Masters,Outdoor,Hard,1st Round,3,Gaudenzi A.,Rosset M.,55,116,6,2,4,6,6,3,,,,,2,1,Completed,,,2.2,1.6,2.3,1.5,2.2,1.45,,
20,Miami,NASDAQ-100 Open,3/18/02,Masters,Outdoor,Hard,1st Round,3,Gaudio G.,Heuberger I.,56,117,3,6,6,4,6,2,,,,,2,1,Completed,,,1.38,2.85,1.38,2.65,1.35,2.5,,
20,Miami,NASDAQ-100 Open,3/18/02,Masters,Outdoor,Hard,1st Round,3,Gonzalez F.,Rochus C.,62,77,6,1,6,2,,,,,,,2,0,Completed,,,,,,,,,,
20,Miami,NASDAQ-100 Open,3/18/02,Masters,Outdoor,Hard,1st Round,3,Hipfl M.,Ferreira W.,75,44,7,6,6,4,,,,,,,2,0,Completed,,,3.5,1.26,3.2,1.25,3,1.25,3.25,1.286
20,Miami,NASDAQ-100 Open,3/18/02,Masters,Outdoor,Hard,1st Round,3,Horna L.,Martin A.,136,39,7,5,6,3,,,,,,,2,0,Completed,,,2.8,1.38,,,2.2,1.45,,
20,Miami,NASDAQ-100 Open,3/18/02,Masters,Outdoor,Hard,1st Round,3,Lopez F.,Malisse X.,126,35,0,6,7,5,6,4,,,,,2,1,Completed,,,3.4,1.28,3.3,1.25,3,1.25,,
20,Miami,NASDAQ-100 Open,3/18/02,Masters,Outdoor,Hard,1st Round,3,Martin T.,Boutter J.,47,61,2,6,7,6,7,6,,,,,2,1,Completed,,,1.45,2.6,1.42,2.5,1.35,2.5,1.5,2.5
20,Miami,NASDAQ-100 Open,3/18/02,Masters,Outdoor,Hard,1st Round,3,Meligeni F.,Kucera K.,60,69,6,2,6,0,,,,,,,2,0,Completed,,,3.1,1.33,2.7,1.37,2.5,1.35,2.75,1.4
20,Miami,NASDAQ-100 Open,3/18/02,Masters,Outdoor,Hard,1st Round,3,Mirnyi M.,Labadze I.,40,87,6,1,7,5,,,,,,,2,0,Completed,,,1.32,3.1,1.33,2.85,1.3,2.7,1.364,2.875
20,Miami,NASDAQ-100 Open,3/18/02,Masters,Outdoor,Hard,1st Round,3,Montanes A.,Savolt A.,54,78,3,6,6,3,6,2,,,,,2,1,Completed,,,1.9,1.8,1.95,1.67,1.85,1.65,2,1.727
20,Miami,NASDAQ-100 Open,3/18/02,Masters,Outdoor,Hard,1st Round,3,Morrison J.,Verkerk M.,139,127,6,7,6,1,6,4,,,,,2,1,Completed,,,1.55,2.2,1.55,2.2,1.6,1.9,,
20,Miami,NASDAQ-100 Open,3/18/02,Masters,Outdoor,Hard,1st Round,3,Nieminen J.,Acasuso J.,66,89,6,4,7,5,,,,,,,2,0,Completed,,,1.6,2.2,1.5,2.3,1.55,2,1.533,2.375
20,Miami,NASDAQ-100 Open,3/18/02,Masters,Outdoor,Hard,1st Round,3,Philippoussis M.,Pioline C.,140,94,7,5,4,6,6,3,,,,,2,1,Completed,,,1.42,2.7,1.5,2.28,1.55,2,1.5,2.5
20,Miami,NASDAQ-100 Open,3/18/02,Masters,Outdoor,Hard,1st Round,3,Robredo T.,Sanchez D.,36,65,6,2,1,0,,,,,,,1,0,Retired,,,1.3,3.25,1.3,3,1.25,3,1.25,3.5
20,Miami,NASDAQ-100 Open,3/18/02,Masters,Outdoor,Hard,1st Round,3,Rusedski G.,Sargsian S.,38,68,6,3,6,4,,,,,,,2,0,Completed,,,1.28,3.45,1.28,3.1,1.3,2.7,1.333,3.25
20,Miami,NASDAQ-100 Open,3/18/02,Masters,Outdoor,Hard,1st Round,3,Sa A.,Pless K.,82,74,6,2,6,1,,,,,,,2,0,Completed,,,1.75,1.95,1.65,1.95,1.65,1.85,,
20,Miami,NASDAQ-100 Open,3/18/02,Masters,Outdoor,Hard,1st Round,3,Sanguinetti D.,Koubek S.,52,46,6,3,6,4,,,,,,,2,0,Completed,,,1.53,2.35,1.47,2.3,1.5,2.1,1.5,2.5
20,Miami,NASDAQ-100 Open,3/18/02,Masters,Outdoor,Hard,1st Round,3,Squillari F.,Nalbandian D.,57,45,3,6,6,4,6,2,,,,,2,1,Completed,,,2.4,1.5,2.42,1.45,2.3,1.4,2.5,1.5
20,Miami,NASDAQ-100 Open,3/18/02,Masters,Outdoor,Hard,1st Round,3,Srichaphan P.,Chang M.,67,92,7,6,2,6,7,6,,,,,2,1,Completed,,,1.48,2.45,1.55,2.15,1.5,2.1,1.533,2.375
20,Miami,NASDAQ-100 Open,3/18/02,Masters,Outdoor,Hard,1st Round,3,Vacek J.,Ulihrach B.,80,42,6,4,6,2,,,,,,,2,0,Completed,,,2.65,1.42,2.7,1.33,2.2,1.45,2.625,1.444
20,Miami,NASDAQ-100 Open,3/18/02,Masters,Outdoor,Hard,1st Round,3,Vicente F.,Dupuis A.,71,72,6,3,6,4,,,,,,,2,0,Completed,,,1.9,1.85,2,1.65,1.9,1.6,2,1.727
20,Miami,NASDAQ-100 Open,3/18/02,Masters,Outdoor,Hard,1st Round,3,Voinea A.,Ancic M.,76,157,6,7,6,3,7,5,,,,,2,1,Completed,,,1.6,2.2,,,1.4,2.3,1.533,2.375
20,Miami,NASDAQ-100 Open,3/18/02,Masters,Outdoor,Hard,2nd Round,3,Agassi A.,Rusedski G.,10,38,6,3,6,1,,,,,,,2,0,Completed,,,1.3,3.3,1.27,3.2,1.25,3,1.286,3.5
20,Miami,NASDAQ-100 Open,3/18/02,Masters,Outdoor,Hard,2nd Round,3,Arazi H.,Clavet F.,24,84,6,2,7,5,,,,,,,2,0,Completed,,,1.9,1.85,1.77,1.85,1.9,1.6,1.833,1.833
20,Miami,NASDAQ-100 Open,3/18/02,Masters,Outdoor,Hard,2nd Round,3,Blake J.,Santoro F.,49,19,2,6,7,5,6,3,,,,,2,1,Completed,,,2.05,1.7,2.12,1.58,2,1.55,2,1.727
20,Miami,NASDAQ-100 Open,3/18/02,Masters,Outdoor,Hard,2nd Round,3,Calleri A.,El Aynaoui Y.,58,21,7,5,6,1,,,,,,,2,0,Completed,,,2.7,1.42,2.75,1.35,2.5,1.35,2.75,1.4
20,Miami,NASDAQ-100 Open,3/18/02,Masters,Outdoor,Hard,2nd Round,3,Canas G.,Sanguinetti D.,17,52,6,4,3,1,,,,,,,1,0,Retired,,,2.05,1.7,2.2,1.52,2.2,1.45,2.2,1.615
20,Miami,NASDAQ-100 Open,3/18/02,Masters,Outdoor,Hard,2nd Round,3,Chela J.I.,Roddick A.,37,12,6,3,2,6,6,4,,,,,2,1,Completed,,,3,1.33,3,1.3,2.7,1.3,3,1.364
20,Miami,NASDAQ-100 Open,3/18/02,Masters,Outdoor,Hard,2nd Round,3,Coria G.,Costa A.,97,27,6,2,6,3,,,,,,,2,0,Completed,,,2.15,1.65,2.25,1.52,2,1.55,2.2,1.615
20,Miami,NASDAQ-100 Open,3/18/02,Masters,Outdoor,Hard,2nd Round,3,Corretja A.,Lopez F.,18,126,6,3,6,4,,,,,,,2,0,Completed,,,1.52,2.35,1.5,2.2,1.55,2,1.571,2.25
20,Miami,NASDAQ-100 Open,3/18/02,Masters,Outdoor,Hard,2nd Round,3,Enqvist T.,Vicente F.,20,71,6,2,6,4,,,,,,,2,0,Completed,,,1.26,3.5,1.22,3.5,1.2,3.3,1.222,4
20,Miami,NASDAQ-100 Open,3/18/02,Masters,Outdoor,Hard,2nd Round,3,Escude N.,Meligeni F.,26,60,6,4,6,4,,,,,,,2,0,Completed,,,1.25,3.6,1.22,3.5,1.2,3.3,1.222,3.75
20,Miami,NASDAQ-100 Open,3/18/02,Masters,Outdoor,Hard,2nd Round,3,Federer R.,Morrison J.,14,139,6,1,7,6,,,,,,,2,0,Completed,,,1.14,5,1.17,4,1.2,3.3,1.2,4
20,Miami,NASDAQ-100 Open,3/18/02,Masters,Outdoor,Hard,2nd Round,3,Ferrero J.C.,Martin T.,3,47,4,6,7,6,6,3,,,,,2,1,Completed,,,2.15,1.63,2,1.65,2,1.55,,
20,Miami,NASDAQ-100 Open,3/18/02,Masters,Outdoor,Hard,2nd Round,3,Gambill J.M.,Sa A.,29,82,7,5,6,3,,,,,,,2,0,Completed,,,1.35,2.95,1.4,2.58,1.4,2.3,1.333,3
20,Miami,NASDAQ-100 Open,3/18/02,Masters,Outdoor,Hard,2nd Round,3,Gaudio G.,Schuettler R.,56,31,6,3,6,3,,,,,,,2,0,Completed,,,2.3,1.55,2.1,1.6,2.1,1.5,2.25,1.571
20,Miami,NASDAQ-100 Open,3/18/02,Masters,Outdoor,Hard,2nd Round,3,Gonzalez F.,Moya C.,62,23,6,4,6,2,,,,,,,2,0,Completed,,,,,,,,,,
20,Miami,NASDAQ-100 Open,3/18/02,Masters,Outdoor,Hard,2nd Round,3,Grosjean S.,Gaudenzi A.,8,55,6,1,6,4,,,,,,,2,0,Completed,,,1.22,3.75,1.25,3.2,1.25,3,1.222,3.75
20,Miami,NASDAQ-100 Open,3/18/02,Masters,Outdoor,Hard,2nd Round,3,Haas T.,Mirnyi M.,5,40,6,2,6,0,,,,,,,2,0,Completed,,,1.45,2.6,1.32,2.9,1.35,2.5,1.444,2.625
20,Miami,NASDAQ-100 Open,3/18/02,Masters,Outdoor,Hard,2nd Round,3,Henman T.,Burgsmuller L.,6,81,6,1,1,6,6,3,,,,,2,1,Completed,,,1.25,3.6,1.28,3.1,1.2,3.3,1.222,4
20,Miami,NASDAQ-100 Open,3/18/02,Masters,Outdoor,Hard,2nd Round,3,Hewitt L.,Srichaphan P.,1,67,7,6,7,5,,,,,,,2,0,Completed,,,1.08,6.75,1.08,5.6,1.1,4.5,1.125,5.5
20,Miami,NASDAQ-100 Open,3/18/02,Masters,Outdoor,Hard,2nd Round,3,Horna L.,Schalken S.,136,30,7,5,7,5,,,,,,,2,0,Completed,,,2.7,1.4,2.6,1.4,2.3,1.4,2.75,1.4
20,Miami,NASDAQ-100 Open,3/18/02,Masters,Outdoor,Hard,2nd Round,3,Johansson T.,Clement A.,9,50,6,3,6,4,,,,,,,2,0,Completed,,,1.55,2.3,1.5,2.28,1.55,2,1.533,2.375
20,Miami,NASDAQ-100 Open,3/18/02,Masters,Outdoor,Hard,2nd Round,3,Kafelnikov Y.,Robredo T.,4,36,6,4,6,0,,,,,,,2,0,Completed,,,1.45,2.6,,,1.4,2.3,,
20,Miami,NASDAQ-100 Open,3/18/02,Masters,Outdoor,Hard,2nd Round,3,Lapentti N.,Davydenko N.,22,86,6,2,6,4,,,,,,,2,0,Completed,,,1.43,2.65,1.5,2.28,1.45,2.2,1.5,2.5
20,Miami,NASDAQ-100 Open,3/18/02,Masters,Outdoor,Hard,2nd Round,3,Mantilla F.,Montanes A.,34,54,6,2,6,3,,,,,,,2,0,Completed,,,1.67,2.1,1.62,2.05,1.6,1.9,1.667,2.1
20,Miami,NASDAQ-100 Open,3/18/02,Masters,Outdoor,Hard,2nd Round,3,Novak J.,Hipfl M.,15,75,7,5,6,4,,,,,,,2,0,Completed,,,1.25,3.6,1.25,3.3,1.25,3,1.286,3.5
20,Miami,NASDAQ-100 Open,3/18/02,Masters,Outdoor,Hard,2nd Round,3,Pavel A.,Bjorkman J.,28,48,7,6,4,6,6,4,,,,,2,1,Completed,,,1.78,1.95,1.68,1.98,1.65,1.85,1.909,1.8
20,Miami,NASDAQ-100 Open,3/18/02,Masters,Outdoor,Hard,2nd Round,3,Portas A.,Vacek J.,25,80,6,4,6,7,6,2,,,,,2,1,Completed,,,2,1.7,1.98,1.68,1.85,1.65,1.909,1.8
20,Miami,NASDAQ-100 Open,3/18/02,Masters,Outdoor,Hard,2nd Round,3,Rios M.,Fish M.,33,150,6,2,6,4,,,,,,,2,0,Completed,,,1.35,3,1.32,2.9,1.35,2.5,1.4,2.75
20,Miami,NASDAQ-100 Open,3/18/02,Masters,Outdoor,Hard,2nd Round,3,Safin M.,Philippoussis M.,7,140,7,6,6,1,,,,,,,2,0,Completed,,,1.45,2.6,1.48,2.35,1.45,2.2,1.533,2.375
20,Miami,NASDAQ-100 Open,3/18/02,Masters,Outdoor,Hard,2nd Round,3,Sampras P.,Nieminen J.,13,66,4,6,6,3,6,2,,,,,2,1,Completed,,,1.18,4.35,1.12,4.75,1.1,4.5,,
20,Miami,NASDAQ-100 Open,3/18/02,Masters,Outdoor,Hard,2nd Round,3,Squillari F.,Ivanisevic G.,57,16,3,4,,,,,,,,,0,0,Retired,,,1.8,1.9,,,,,,
20,Miami,NASDAQ-100 Open,3/18/02,Masters,Outdoor,Hard,2nd Round,3,Voinea A.,Ljubicic I.,76,32,4,6,7,6,7,6,,,,,2,1,Completed,,,2.8,1.38,2.75,1.35,2.7,1.3,3,1.364
20,Miami,NASDAQ-100 Open,3/18/02,Masters,Outdoor,Hard,3rd Round,3,Agassi A.,Calleri A.,10,58,6,3,6,2,,,,,,,2,0,Completed,,,1.16,4.7,1.1,5.25,1.1,4.5,1.143,5
20,Miami,NASDAQ-100 Open,3/18/02,Masters,Outdoor,Hard,3rd Round,3,Blake J.,Canas G.,49,17,6,4,6,3,,,,,,,2,0,Completed,,,1.85,1.85,1.73,1.9,1.7,1.8,1.833,1.833
20,Miami,NASDAQ-100 Open,3/18/02,Masters,Outdoor,Hard,3rd Round,3,Chela J.I.,Escude N.,37,26,6,3,6,7,6,3,,,,,2,1,Completed,,,2.35,1.55,2.3,1.47,2.2,1.45,2.25,1.571
20,Miami,NASDAQ-100 Open,3/18/02,Masters,Outdoor,Hard,3rd Round,3,Corretja A.,Arazi H.,18,24,4,6,7,6,6,1,,,,,2,1,Completed,,,1.67,2.1,1.7,1.95,1.7,1.8,1.727,2
20,Miami,NASDAQ-100 Open,3/18/02,Masters,Outdoor,Hard,3rd Round,3,Federer R.,Portas A.,14,25,6,4,6,1,,,,,,,2,0,Completed,,,1.14,4.75,1.12,4.75,1.1,4.5,1.125,5
20,Miami,NASDAQ-100 Open,3/18/02,Masters,Outdoor,Hard,3rd Round,3,Gaudio G.,Grosjean S.,56,8,7,6,4,6,6,1,,,,,2,1,Completed,,,2.5,1.48,2.4,1.45,2.3,1.4,2.75,1.4
20,Miami,NASDAQ-100 Open,3/18/02,Masters,Outdoor,Hard,3rd Round,3,Gonzalez F.,Sampras P.,62,13,7,6,6,1,,,,,,,2,0,Completed,,,,,,,,,,
20,Miami,NASDAQ-100 Open,3/18/02,Masters,Outdoor,Hard,3rd Round,3,Henman T.,Mantilla F.,6,34,7,5,6,4,,,,,,,2,0,Completed,,,1.3,3.25,1.2,3.75,1.2,3.3,1.2,4
20,Miami,NASDAQ-100 Open,3/18/02,Masters,Outdoor,Hard,3rd Round,3,Hewitt L.,Gambill J.M.,1,29,3,6,6,4,7,5,,,,,2,1,Completed,,,1.22,3.75,1.22,3.55,1.2,3.3,1.2,4
20,Miami,NASDAQ-100 Open,3/18/02,Masters,Outdoor,Hard,3rd Round,3,Johansson T.,Coria G.,9,97,6,1,6,4,,,,,,,2,0,Completed,,,1.45,2.6,1.35,2.75,1.25,3,1.364,2.875
20,Miami,NASDAQ-100 Open,3/18/02,Masters,Outdoor,Hard,3rd Round,3,Lapentti N.,Novak J.,22,15,7,6,7,6,,,,,,,2,0,Completed,,,2.2,1.6,2.15,1.57,2,1.55,2.5,1.5
20,Miami,NASDAQ-100 Open,3/18/02,Masters,Outdoor,Hard,3rd Round,3,Pavel A.,Haas T.,28,5,7,6,6,7,7,6,,,,,2,1,Completed,,,2.7,1.42,2.6,1.4,2.3,1.4,2.75,1.4
20,Miami,NASDAQ-100 Open,3/18/02,Masters,Outdoor,Hard,3rd Round,3,Rios M.,Kafelnikov Y.,33,4,6,4,7,6,,,,,,,2,0,Completed,,,2.6,1.45,2.45,1.45,2.1,1.5,2.25,1.571
20,Miami,NASDAQ-100 Open,3/18/02,Masters,Outdoor,Hard,3rd Round,3,Safin M.,Horna L.,7,136,3,6,6,3,7,6,,,,,2,1,Completed,,,1.13,5,1.1,5.25,1.1,4.5,1.1,6.5
20,Miami,NASDAQ-100 Open,3/18/02,Masters,Outdoor,Hard,3rd Round,3,Squillari F.,Enqvist T.,57,20,6,1,7,6,,,,,,,2,0,Completed,,,5.25,1.12,4.25,1.15,4.5,1.1,5,1.125
20,Miami,NASDAQ-100 Open,3/18/02,Masters,Outdoor,Hard,3rd Round,3,Voinea A.,Ferrero J.C.,76,3,7,6,1,6,6,2,,,,,2,1,Completed,,,3.2,1.3,3,1.3,2.7,1.3,2.75,1.4
20,Miami,NASDAQ-100 Open,3/18/02,Masters,Outdoor,Hard,4th Round,3,Agassi A.,Johansson T.,10,9,7,5,6,2,,,,,,,2,0,Completed,,,1.33,3.1,1.32,2.88,1.35,2.5,1.333,3.25
20,Miami,NASDAQ-100 Open,3/18/02,Masters,Outdoor,Hard,4th Round,3,Chela J.I.,Gaudio G.,37,56,6,1,5,7,4,3,,,,,1,1,Retired,,,1.7,2.05,1.58,2.12,1.6,1.9,1.615,2.2
20,Miami,NASDAQ-100 Open,3/18/02,Masters,Outdoor,Hard,4th Round,3,Federer R.,Henman T.,14,6,6,2,,,,,,,,,1,0,Retired,,,1.75,1.95,1.78,1.85,1.65,1.85,1.833,1.833
20,Miami,NASDAQ-100 Open,3/18/02,Masters,Outdoor,Hard,4th Round,3,Hewitt L.,Blake J.,1,49,6,4,6,1,,,,,,,2,0,Completed,,,1.22,4,1.2,3.75,1.2,3.3,1.222,4
20,Miami,NASDAQ-100 Open,3/18/02,Masters,Outdoor,Hard,4th Round,3,Lapentti N.,Voinea A.,22,76,6,2,3,6,6,3,,,,,2,1,Completed,,,1.52,2.4,1.52,2.25,1.45,2.2,1.5,2.5
20,Miami,NASDAQ-100 Open,3/18/02,Masters,Outdoor,Hard,4th Round,3,Pavel A.,Squillari F.,28,57,1,6,7,6,6,1,,,,,2,1,Completed,,,1.45,2.55,1.4,2.6,1.4,2.3,1.4,2.75
20,Miami,NASDAQ-100 Open,3/18/02,Masters,Outdoor,Hard,4th Round,3,Rios M.,Corretja A.,33,18,6,2,6,2,,,,,,,2,0,Completed,,,1.57,2.3,1.6,2.05,1.85,1.65,1.667,2.1
20,Miami,NASDAQ-100 Open,3/18/02,Masters,Outdoor,Hard,4th Round,3,Safin M.,Gonzalez F.,7,62,6,3,6,3,,,,,,,2,0,Completed,,,1.5,2.45,1.47,2.4,1.4,2.3,1.5,2.5
20,Miami,NASDAQ-100 Open,3/18/02,Masters,Outdoor,Hard,Quarterfinals,3,Agassi A.,Lapentti N.,10,22,6,3,7,5,,,,,,,2,0,Completed,,,1.16,4.75,1.15,4.25,1.15,3.8,1.143,5
20,Miami,NASDAQ-100 Open,3/18/02,Masters,Outdoor,Hard,Quarterfinals,3,Federer R.,Pavel A.,14,28,6,1,6,1,,,,,,,2,0,Completed,,,1.38,2.85,1.4,2.6,1.35,2.5,1.444,2.625
20,Miami,NASDAQ-100 Open,3/18/02,Masters,Outdoor,Hard,Quarterfinals,3,Hewitt L.,Safin M.,1,7,2,6,6,2,7,6,,,,,2,1,Completed,,,1.47,2.5,1.5,2.3,1.4,2.3,,
20,Miami,NASDAQ-100 Open,3/18/02,Masters,Outdoor,Hard,Quarterfinals,3,Rios M.,Chela J.I.,33,37,7,6,6,2,,,,,,,2,0,Completed,,,1.57,2.25,1.55,2.2,1.6,1.9,1.667,2.1
20,Miami,NASDAQ-100 Open,3/18/02,Masters,Outdoor,Hard,Semifinals,3,Agassi A.,Rios M.,10,33,6,7,6,4,,,,,,,1,1,Retired,,,1.36,3,1.35,2.75,1.3,2.7,1.286,3.25
20,Miami,NASDAQ-100 Open,3/18/02,Masters,Outdoor,Hard,Semifinals,3,Federer R.,Hewitt L.,14,1,6,3,6,4,,,,,,,2,0,Completed,,,2.75,1.4,3,1.3,2.3,1.4,2.875,1.364
20,Miami,NASDAQ-100 Open,3/18/02,Masters,Outdoor,Hard,The Final,5,Agassi A.,Federer R.,10,14,6,3,6,3,3,6,6,4,,,3,1,Completed,,,1.55,2.35,1.45,2.4,1.4,2.3,1.5,2.5
21,Casablanca,Grand Prix Hassan II,4/8/02,International,Outdoor,Clay,1st Round,3,Alami K.,Arazi H.,222,25,7,6,6,3,,,,,,,2,0,Completed,,,3.3,1.28,3.3,1.25,2.7,1.3,,
21,Casablanca,Grand Prix Hassan II,4/8/02,International,Outdoor,Clay,1st Round,3,Arthurs W.,Stoliarov A.,97,118,6,3,6,4,,,,,,,2,0,Completed,,,1.9,1.8,1.8,1.85,1.65,1.85,,
21,Casablanca,Grand Prix Hassan II,4/8/02,International,Outdoor,Clay,1st Round,3,Boutter J.,Davydenko N.,61,83,7,5,6,7,6,4,,,,,2,1,Completed,,,1.55,2.3,1.45,2.35,1.45,2.2,,
21,Casablanca,Grand Prix Hassan II,4/8/02,International,Outdoor,Clay,1st Round,3,Canas G.,Pless K.,17,74,6,7,6,3,6,4,,,,,2,1,Completed,,,1.3,3.2,1.3,2.9,1.25,3,,
21,Casablanca,Grand Prix Hassan II,4/8/02,International,Outdoor,Clay,1st Round,3,Dupuis A.,Burgsmuller L.,73,80,6,2,3,1,,,,,,,1,0,Retired,,,1.7,2.05,1.67,1.95,1.6,1.9,,
21,Casablanca,Grand Prix Hassan II,4/8/02,International,Outdoor,Clay,1st Round,3,El Aarej M.,Fukarek O.,494,107,7,6,6,2,,,,,,,2,0,Completed,,,,,2.85,1.31,2.5,1.35,,
21,Casablanca,Grand Prix Hassan II,4/8/02,International,Outdoor,Clay,1st Round,3,El Aynaoui Y.,Coutelot N.,20,101,6,2,7,6,,,,,,,2,0,Completed,,,1.28,3.3,1.25,3.2,1.25,3,,
21,Casablanca,Grand Prix Hassan II,4/8/02,International,Outdoor,Clay,1st Round,3,Kohlmann M.,Zabaleta M.,123,64,6,1,6,4,,,,,,,2,0,Completed,,,3.4,1.28,3.2,1.25,3,1.25,,
21,Casablanca,Grand Prix Hassan II,4/8/02,International,Outdoor,Clay,1st Round,3,Labadze I.,Rochus O.,84,68,6,0,6,1,,,,,,,2,0,Completed,,,2.05,1.68,2.15,1.55,2.1,1.5,,
21,Casablanca,Grand Prix Hassan II,4/8/02,International,Outdoor,Clay,1st Round,3,Lisnard J.,Santopadre V.,196,295,4,6,6,3,6,1,,,,,2,1,Completed,,,,,,,,,,
21,Casablanca,Grand Prix Hassan II,4/8/02,International,Outdoor,Clay,1st Round,3,Mathieu P.H.,Vacek J.,136,77,6,1,6,2,,,,,,,2,0,Completed,,,1.67,2.1,1.65,2.02,1.55,2,,
21,Casablanca,Grand Prix Hassan II,4/8/02,International,Outdoor,Clay,1st Round,3,Sa A.,di Pasquale A.,87,235,6,3,6,7,6,2,,,,,2,1,Completed,,,1.9,1.8,1.8,1.8,1.65,1.85,,
21,Casablanca,Grand Prix Hassan II,4/8/02,International,Outdoor,Clay,1st Round,3,Sanchez D.,Bruguera S.,72,115,6,2,2,1,,,,,,,1,0,Retired,,,1.95,1.75,1.95,1.7,1.9,1.6,,
21,Casablanca,Grand Prix Hassan II,4/8/02,International,Outdoor,Clay,1st Round,3,Savolt A.,Vicente F.,76,71,6,3,7,6,,,,,,,2,0,Completed,,,2.7,1.4,2.7,1.35,2.3,1.4,,
21,Casablanca,Grand Prix Hassan II,4/8/02,International,Outdoor,Clay,1st Round,3,Tabara M.,Gonzalez F.,109,56,7,5,2,6,7,5,,,,,2,1,Completed,,,2.65,1.42,2.6,1.37,2.3,1.4,,
